Codigo	Entidade	TipoEntidade	NIF	Rua	Localidade	CodigoPostal	DescrPostal	Email	Telefone	Fax	Sitio	CodigoINE	Eleitores2011	Populacao2011	Area_ha	NomeCompleto
8806	Cambeses (MONÇÃO)	Freguesia	508073111	Lugar de Cerdeiras (Junta Freguesia)	Cambeses (MONÇÃO	4950-100	CAMBESES	freguesiacambeses@gmail.com	251651840	251651840	www.jf-cambeses.pt	160407	531	484	401.69	Cambeses
14783	Cambeses do Rio, Donões e Mourilhe (MONTALEGRE)	Freguesia	510835392	Rua do Fundo de Vila, N.º 4	Cambeses do Rio (MONTALEGRE)	5470-041	CAMBESES DO RIO	joaopaulocambeses@gmail.com	933838470			170636				União das freguesias de Cambeses do Rio, Donões e Mourilhe
14892	Cambra e Carvalhal de Vermilhas (VOUZELA)	Freguesia	510835406	Lugar da Igreja	Cambra (VOUZELA)	3670-046	CAMBRA	fregcambra@hotmail.com	232778440			182413				União das freguesias de Cambra e Carvalhal de Vermilhas
9335	Cambres (LAMEGO)	Freguesia	507568079	Portelo de Cambres	Cambres (LAMEGO)	5100-414	CAMBRES	jfreguesiacambres@iol.pt	254666493	254666493		180505	2281	2678	1127.98	Cambres
14711	Caminha (Matriz) e Vilarelho (CAMINHA)	Freguesia	510835414	Largo Dr. Luís Fetal Carneiro	Caminha	4910-119	CAMINHA					160222				União das freguesias de Caminha (Matriz) e Vilarelho
9824	Campanário (RIBEIRA BRAVA)	Freguesia	511234406	Rua Comandante Camacho de Freitas, N.º 421	Campanário (RIBEIRA BRAVA)	9350-077	CAMPANÁRIO	juntafcampanario@gmail.com	291953446	291953788		310701	4413	4131	1173.69	Campanário
8322	Campanhã (PORTO)	Freguesia	506824209	Praça da Corujeira, N.º 202	Porto	4300-144	PORTO	geral@campanha.net	225898590	225898599	www.campanha.net	131203	33803	38757	804.26	Campanhã
14781	Campanhó e Paradança (MONDIM DE BASTO)	Freguesia	510835422	RUA DO SENHOR DO MONTE	PARADANÇA	4880-281	PARADANÇA					170509				União das freguesias de Campanhó e Paradança
9242	Campeã (VILA REAL)	Freguesia	507307410	Lugar da Feira	Campeã (VILA REAL)	5000-071	CAMPEÃ	freguesia_campea@sapo.pt	259979932		www.freguesiacampea.pt	171406	2024	1627	2404.79	Campeã
7661	Campelo (FIGUEIRÓ DOS VINHOS)	Freguesia	508307635	Rua António Ferreira do Amaral	Campelo (FIGUEIRÓ DOS VINHOS)	3260-204	CAMPELO	juntadfreguesiacampelo@gmail.com	236434645	236434645	www.freguesiadecampelo.com	100803	290	359	5164.05	Campelo
14558	Campelo e Ovil (BAIÃO)	Freguesia	510835430	Praça Heróis do Ultramar	Campelo (BAIÃO)	4640-158	CAMPELO	uniaofco@hotmail.com	255542455			130223				União das freguesias de Campelo e Ovil
14516	Campelos e Outeiro da Cabeça (TORRES VEDRAS)	Freguesia	510835449	Rua Manuel Damas Antunes, N.º 19	Campelos (TORRES VEDRAS)	2565-071	CAMPELOS					111322				União das freguesias de Campelos e Outeiro da Cabeça
9629	Campia (VOUZELA)	Freguesia	501121145	Edifício Junta de Freguesia	Campia  (VOUZELA)	3670-056	CAMPIA	freguesia.campia@sapo.pt	232751111	232751239		182403	1589	1656	3926.72	Campia
9598	Campo (VISEU)	Freguesia	507078632	Estrada da Liberdade, Nº. 69 - Vila Nova Campo	Campo (VISEU)	3515-415	CAMPO	"junta.campo@netvisao.pt;juntafreguesiacampo@hotmail.com"	232459077	232089964	www.freguesia-campo.pt	182306	4766	4358	1624.04	Campo
9561	Campo de Besteiros (TONDELA)	Freguesia	506896862	Rua Ascenção	Campo de Besteiros (TONDELA)	3465-056	CAMPO DE BESTEIROS	fcampo@sapo.pt	232851536	232851536	www.campodebesteiros.no.sapo.pt	182102	1359	1395	792.53	Campo de Besteiros
14482	Campo de Ourique (LISBOA)	Freguesia	510856888	Rua Azedo Gneco, N.º 84, 2º	Campo de Ourique  	1350-039	LISBOA	geral@jf-campodeourique.pt	213931300	213931309	www.jf-campodeourique.pt	110659				Campo de Ourique
6277	Campo do Gerês (TERRAS DE BOURO)	Freguesia	507330498	Rua Carvalhal, N.º 141	Campo de Gerês (TERRAS DE BOURO)	4840-030	CAMPO DE GERÊS	freguesiacampodogeres@sapo.pt	253353084	253357088		31003	179	187	6876.48	Campo do Gerês
14348	Campo e Campinho (REGUENGOS DE MONSARAZ)	Freguesia	510835465	Praça Bernardino José Cruz, N.º 6	Campinho (REGUENGOS DE MONSARAZ)	7200-503	CAMPINHO	jfcampocampinho@gmail.com	266589156	266589156		71106				União das freguesias de Campo e Campinho
14617	Campo e Sobrado (VALONGO)	Freguesia	510835473	Rua dos Moirais	Campo (VALONGO)	4440-131	CAMPO					131506				União das freguesias de Campo e Sobrado
14078	Campo e Tamel (São Pedro Fins) (BARCELOS)	Freguesia	510835481	Rua Central nº278	Campo (BARCELOS)	4750-425	CAMPO	ufcampoetamel@sapo.pt	253882910	253882910		30294				União das freguesias de Campo e Tamel (São Pedro Fins)
14613	Campo, S.Salvador Campo, Negrelos (SANTO TIRSO)	Freguesia	510835457	Avenida Manuel Dias Machado, N.º 66	Campo (S. Martinho) (SANTO TIRSO)	4795-445	SÃO MARTINHO CAMPO	jf.smcampo@net.novis.pt	252841268	252841268		131434				União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)
7810	Campolide (LISBOA)	Freguesia	506810496	Rua de Campolide, N.º 24 B	Campolide	1070-036	LISBOA	geral@jfcampolide.pt	213884607	213873410	www.jfcampolide.com	110610	14527	15927	277.46	Campolide
14152	Campos e Louredo (PÓVOA DE LANHOSO)	Freguesia	510835490	Rua Nossa Senhora de Fátima, N.º 156	Campos (PÓVOA DE LANHOSO)	4830-119	CAMPOS					30932				União das freguesias de Campos e Louredo
14758	Campos e Vila Meã (VILA NOVA DE CERVEIRA)	Freguesia	510835503	Av. da Escola n.º 2	Campos (VILA NOVA DE CERVEIRA)	4920-002	CAMPOS					161016				União das freguesias de Campos e Vila Meã
9562	Canas de Santa Maria (TONDELA)	Freguesia	506949370	Rua Vale do Caparro n.º 120	Canas de Santa Maria (TONDELA)	3460-012	CANAS DE SANTA MARIA	junta_canas@hotmail.com	232841364	232841364		182103	1831	2020	1384.61	Canas de Santa Maria
9405	Canas de Senhorim (NELAS)	Freguesia	507719379	Av.ª Engº Dionisio Augusto Cunha, N.º 51	Canas de Senhorim (NELAS)	3525-075	CANAS DE SENHORIM	jfcanasdesenhorim@gmail.com	232671491	232671491		180901	3287	3555	2545.26	Canas de Senhorim
9194	Canaveses (VALPAÇOS)	Freguesia	508965039	Largo Principal	Canaveses  (VALPAÇOS)	5430-052	CANAVESES		278769196	278769196		171206	318	303	1287.21	Canaveses
7117	Canaviais (ÉVORA)	Freguesia	506778746	Praça Joaquim José Calado Piteira, N.º1	Canaviais (ÉVORA)	7005-247	CANAVIAIS	jfcanaviais@jfcanaviais.net	266761594		www.evora.net/jfcanaviais	70515	2429	3000	1941.23	Canaviais
9136	Candedo (MURÇA)	Freguesia	507809971	Largo de S. Bento	Candedo (MURÇA)	5090-011	CANDEDO	geral@jf.candedo.net	259549163	259549163		170701	1247	1126	2878.42	Candedo
6685	Candedo (VINHAIS)	Freguesia	506907376	Rua de São Jorge- Edificio Centro Cultural	Candedo (VINHAIS)	5335-032	CANDEDO	freg.candedo@gmail.com	273679273/933680426			41203	472	401	2143.90	Candedo
9710	Candelária (MADALENA)	Freguesia	512073945	Rua Cruz, N.º 3	Candelária (MADALENA)	9950-125	CANDELÁRIA MAD	candelariafreguesia@gmail.com	292629077			460202	792	892	2970.46	Candelária
9738	Candelária (PONTA DELGADA)	Freguesia	512033790	Ramal da Igreja, N.º 32	Candelária (PONTA DELGADA)	9555-024	CANDELÁRIA	freguesiacandelaria@hotmail.com	296295593			420303	971	1184	863.37	Candelária
8060	Candemil (AMARANTE)	Freguesia	507949242	Rua da Igreja, N.º 52	Candemil (AMARANTE)	4600-552	CANDEMIL	juntafreguesiacandemil@hotmail.com	255461835	255461835	www.freguesiadecandemil.pt	130107	973	1039	1200.88	Candemil
14759	Candemil e Gondar (VILA NOVA DE CERVEIRA)	Freguesia	510835511	Rua Estrada Nacional 302, N.º 26	Candemil (VILA NOVA DE CERVEIRA)	4920-020	CANDEMIL					161017				União das freguesias de Candemil e Gondar
7068	Candosa (TÁBUA)	Freguesia	506858332	Rua António Nobre Correia de Brito	Candosa (TÁBUA)	3420-021	CANDOSA	freguesiacandosa@hotmail.com	235413650	235413650		61602	736	818	1139.12	Candosa
6191	Candoso (São Martinho) (GUIMARÃES)	Freguesia	507853024	Rua 5 de Outubro, N.º 45	Candoso (São Martinho) (GUIMARÃES)	4835-362	CANDOSO (SÃO MARTINHO)	junta.freguesia.candoso@hotmail.com	253531184	253531184		30857	1334	1601	220.84	Candoso (São Martinho)
14233	Candoso e Carvalho de Egas (VILA FLOR)	Freguesia	510835520	Rua da Mãe de Agua nº 2	Candoso	5360-035	CANDOSO	geral@fcandoso-cegas.pt	278511326			41021				União das freguesias de Candoso e Carvalho de Egas
14139	Candoso São Tiago e Mascotelos (GUIMARÃES)	Freguesia	510835538	RUA DE LUÍS LOUREIRO, 219	CANDOSO S. TIAGO	4835-241	GUIMARÃES	freg.santiagomascotelos@gmail.com	253523667	253527198		30881				União das freguesias de Candoso São Tiago e Mascotelos
9158	Canedo (RIBEIRA DE PENA)	Freguesia	507213360	Edifício Junta de Freguesia	Canedo (RIBEIRA DE PENA)	4870-022	CANEDO	junta.canedo@sapo.pt	276439529	276439529	www.canedo.jfreguesia.com	170902	693	507	3615.62	Canedo
14117	Canedo de Basto e Corgo (CELORICO DE BASTO)	Freguesia	510835546	Lugar de Santa Luzia	Canedo de Basto (CELORICO DE BASTO)	4890-141	CANEDO DE BASTO	freg-canedodebasto@sapo.pt	255361490			30525				União das freguesias de Canedo de Basto e Corgo
14025	Canedo, Vale e Vila Maior (SANTA MARIA DA FEIRA)	Freguesia	510835554	Rua do Centro Social N.º 126	Canedo  (SANTA MARIA DA FEIRA)	4525-117	CANEDO	uniaocanedovalevmaior@gmail.com	227650772			10933				União das freguesias de Canedo, Vale e Vila Maior
8286	Canelas (PENAFIEL)	Freguesia	507237811	Praceta da Igreja, 94	Canelas  (PENAFIEL)	4575-168	CANELAS	geral@jf-canelas.pt	255615982	255615982	www.jf-canelas.pt	131105	1363	1780	1176.84	Canelas
8416	Canelas (VILA NOVA DE GAIA)	Freguesia	506861783	Rua Delfim de Lima, N.º 1881	Canelas (VILA NOVA DE GAIA)	4405-227	CANELAS	geral@jfcanelas.pt	227114857	227160817	www.viladecanelas.com	131703	10338	12303	690.13	Canelas
14014	Canelas e Espiunca (AROUCA)	Freguesia	510835562	Lugar de Cima	Canelas Espiunca (AROUCA)	4540-252	AROUCA	canelas@aroucanet.com	256951585	256951585		10423				União das freguesias de Canelas e Espiunca
14023	Canelas e Fermelã (ESTARREJA)	Freguesia	510835570	Rua Direita, N.º 11	Canelas (ESTARREJA)	3865-022	CANELAS	canelasjunta@sapo.pt	234849333			10809				União das freguesias de Canelas e Fermelã
8671	Canha (MONTIJO)	Freguesia	507068823	Rua João Tomás Piteira	Canha (MONTIJO)	2985-021	CANHA	"geral@jf-canha.pt;executivo@jf-canha.pt"	265897164	265897095		150701	1488	1907	21196.86	Canha
9816	Canhas (PONTA DO SOL)	Freguesia	511235364	Estrada Igreja da Piedade, Nº 36	Canhas	9360-301	PONTA DO SOL	jdcanhas@gmail.com	291972601	291972601		310501	4054	3214	1666.37	Canhas
14161	Caniçada e Soengas (VIEIRA DO MINHO)	Freguesia	510835589	Rua do Paço, N.º 42 Caixa Postal 191	Caniçada (VIEIRA DO MINHO)	4850-049	CANIÇADA	jf-canicada@sapo.pt	253645183			31124				União das freguesias de Caniçada e Soengas
9812	Caniçal (MACHICO)	Freguesia	511272200	Sitio da Banda Além Centro Civico do Caniçal	Caniçal (MACHICO)	9200-032	CANIÇAL	geral@freguesiadocanical.pt	291961755	291960732		310402	3502	3893	1185.30	Caniçal
9829	Caniço (SANTA CRUZ)	Freguesia	511271778	Estrada do Garajau, Nº 5	Caniço (SANTA CRUZ)	9125-067	CANIÇO	junta@jf-canico.pt	291934621	291935932	www.jf-canico.pt	310803	16112	11586	1198.96	Caniço
8417	Canidelo (VILA NOVA DE GAIA)	Freguesia	506684857	Rua António Ferreira Braga Júnior	Canidelo (VILA NOVA DE GAIA)	4400-364	CANIDELO	geral@canidelo.net	227718230	227718239	www.canidelo.net	131704	21297	23737	893.08	Canidelo
8049	Cano (SOUSEL)	Freguesia	506858340	Praça da República	Cano (SOUSEL)	7470-023	CANO	foral1512@sapo.pt	268549493	268549280 		121501	1215	1537	4942.54	Cano
14284	Cantanhede e Pocariça (CANTANHEDE)	Freguesia	510835597	Rua dos Bombeiros Voluntários, N.º 1	Cantanhede	3060-163	CANTANHEDE	junta.cantanhede@gmail.com	231423246			60220				União das freguesias de Cantanhede e Pocariça
14256	Cantar-Galo e Vila do Carvalho (COVILHÃ)	Freguesia	510835600	Rua Centro Cívico	Vila do Carvalho (COVILHÃ)	6200-866	VILA DO CARVALHO		275332161	275334597		50333				União das freguesias de Cantar-Galo e Vila do Carvalho
6296	Cantelães (VIEIRA DO MINHO)	Freguesia	507834640	Lugar de Fares	Cantelães (VIEIRA DO MINHO)	4850-076	CANTELÃES	freguesiacantelaes@hotmail.com	253646194			31105	793	933	1154.26	Cantelães
14679	Caparica e Trafaria (ALMADA)	Freguesia	510835619	Largo da Torre	Caparica (ALMADA)	2829-503	CAPARICA	geral@jf-caparica.pt	212954688	212957468	www.jf-caparica.pt	150313				União das freguesias de Caparica e Trafaria
14878	Caparrosa e Silvares (TONDELA)	Freguesia	510835627	E.N. 228, Nº 2000, Entrelinha	Caparrosa (TONDELA)	3465-101	CAPARROSA	jfcaparrosa@sapo.pt				182128				União das freguesias de Caparrosa e Silvares
8287	Capela (PENAFIEL)	Freguesia	507448669	Rua do Monte	Capela (PENAFIEL)	4575-200	CAPELA	freguesiadacapela@sapo.pt	255615363	255615363	www.capela.pt	131106	901	1129	1335.11	Capela
9739	Capelas (PONTA DELGADA)	Freguesia	512023271	Rua de Nossa Senhora da Apresentação, N.º 3	Capelas (PONTA DELGADA)	9545-149	CAPELAS	jfregcapelas@sapo.pt	296298194	296298624		420304	3415	3759	1685.48	Capelas
7087	Capelins (Santo António) (ALANDROAL)	Freguesia	506807002	Rua da Junta, N.º 16	Capelins (Santo António)	7250-282	ALANDROAL		268469214	268469214		70104	573	673	8713.55	Capelins (Santo António)
9683	Capelo (HORTA)	Freguesia	512075913	Rua da Igreja s/n  	Capelo   (HORTA)	9900-302	CAPELO	jfcapelo@mail.telepac.pt	292945296  / 292945288	292945295	www.jfcapelo.pt	470101	445	493	2664.24	Capelo
9224	Capeludos (VILA POUCA DE AGUIAR)	Freguesia	507197984	Rua Prof. Espírito Santo	Capeludos (VILA POUCA DE AGUIAR)	5450-202	CAPELUDOS	juntacapeludos@sapo.pt	276908040			171305	775	602	2141.66	Capeludos
6789	Capinha (FUNDÃO)	Freguesia	507543718	Rua da Roseira, N.º 3	Capinha (FUNDÃO)	6230-145	CAPINHA	freguesia.capinha@sapo.pt	275941267		www.freguesiadacapinha.pt	50411	649	620	3963.58	Capinha
7671	Caranguejeira (LEIRIA)	Freguesia	507557352	Rua Comércio, N.º 54	Caranguejeira (LEIRIA)	2420-091	CARANGUEJEIRA	j.f.caranguejeira@mail.telepac.pt	244734437	244734866	www.viladacaranguejeira.com	100907	4735	4972	3098.93	Caranguejeira
5953	Carapeços (BARCELOS)	Freguesia	507211340	Alameda dos Autarcas, N.º 51	Carapeços (BARCELOS)	4750-375	CARAPEÇOS	jfcarapecos@mail.telepac.pt	253881363	253881363	www.carapecos.maisbarcelos.pt	30218	1840	2186	811.60	Carapeços
6984	Carapelhos (MIRA)	Freguesia	509007570	Rua 31 de Dezembro	Carapelhos (MIRA)	3070-601	CARAPELHOS	jfcarapelhos@sapo.pt	231458253		www.freguesiadecarapelhos.eu	60803	831	766	438.12	Carapelhos
7069	Carapinha (TÁBUA)	Freguesia	507073347	Largo José Telles Corte Real	Carapinha (TÁBUA)	3420-032	CARAPINHA	freguesiacarapinha@sapo.pt	235713737			61603	371	405	941.75	Carapinha
6995	Carapinheira (MONTEMOR-O-VELHO)	Freguesia	509007163	Rua da Igreja, N.º 53	Carapinheira (MONTEMOR-O-VELHO)	3140-077	CARAPINHEIRA	jfcarapinheira@sapo.pt	239629176	239623021		61003	2651	3093	1590.03	Carapinheira
7262	Carapito (AGUIAR DA BEIRA)	Freguesia	507286375	Largo Adelino Sobral	Carapito (AGUIAR DA BEIRA)	3570-100	CARAPITO	freguesiacarapito@gmail.com	232577427	232577032		90102	504	511	1725.98	Carapito
6577	Caravelas (MIRANDELA)	Freguesia	507173767	Rua Principal	Caravelas (MIRANDELA)	5370-075	CARAVELAS	juntacaravelas@gmail.com	278491233	278491499		40710	315	269	1256.57	Caravelas
6675	Carção (VIMIOSO)	Freguesia	505457040	Loteamento de São Roque, N.º 1	Carção  (VIMIOSO)	5230-131	CARÇÃO	freguesiacarcao@gmail.com	273511185	273511185		41107	665	525	2733.87	Carção
14475	Carcavelos e Parede (CASCAIS)	Freguesia	510835635	Estrada da Torre, N.º 1483	Carcavelos (CASCAIS)	2775-688	CARCAVELOS	geral@jf-carcavelos.pt	214588910	214588919	www.jf-carcavelos.pt	110507				União das freguesias de Carcavelos e Parede
14751	Cardielos e Serreleis (VIANA DO CASTELO)	Freguesia	510835643	LARGO DE CARDIELOS	CARDIELOS	4925-349	CARDIELOS	jfcardielos@sapo.pt				160942				União das freguesias de Cardielos e Serreleis
8516	Cardigos (MAÇÃO)	Freguesia	507479270	Rua da Misericórdia	Cardigos (MAÇÂO)	6120-214	CARDIGOS	freguesia.cardigos@sapo.pt	274866377	274860109	www.cardigos.pt	141303	1123	1233	7092.75	Cardigos
7774	Cardosas (ARRUDA DOS VINHOS)	Freguesia	507007603	Largo Humberto Delgado, N.º 3	Cardosas (ARRUDA DOS VINHOS)	2630-433	CARDOSAS	jfcardosas@gmail.com	263975657	263975657		110203	624	746	601.28	Cardosas
6719	Caria (BELMONTE)	Freguesia	507545761	Estrada de São Marcos	Caria (BELMONTE)	6250-111	CARIA	freguesia.caria@gmail.com	275476124			50102	2023	2240	3902.81	Caria
9380	Caria (MOIMENTA DA BEIRA)	Freguesia	506947521	Rua da Escola	Caria (MOIMENTA DA BEIRA)	3620-100	CARIA	freguesiadecaria@gmail.com	254581199	254581199	www.freguesiadecaria.com	180707	640	579	1671.06	Caria
14762	Carlão e Amieiro (ALIJÓ)	Freguesia	510835651	Rua Fundo do Povo	Carlão (ALIJÓ)	5070-205	CARLÃO	jfcarlao@cm-alijo.pt	259658007			170120				União das freguesias de Carlão e Amieiro
14506	Carnaxide e Queijas (OEIRAS)	Freguesia	510835660	Rua Cesário Verde - Centro Cívico de Carnaxide	Carnaxide (OEIRAS)	2790-047	CARNAXIDE	geral@uf-carnaxide-queijas.pt	214173090/1	214172813	www.jf-carnaxide.pt	111013				União das freguesias de Carnaxide e Queijas
7811	Carnide (LISBOA)	Freguesia	505207117	Largo Pimenteiras, 6 , r/c	Carnide	1600-576	LISBOA	anossajunta@jf-carnide.pt	217121330	217121349	www.jf-carnide.pt	110611	15867	18989	406.99	Carnide
7718	Carnide (POMBAL)	Freguesia	507841441	Rua da Igreja, N.º 5	Carnide (POMBAL)	3105-028	CARNIDE	jfcarnide@gmail.com	236947700			101504	1871	1722	2238.30	Carnide
7752	Carnota (ALENQUER)	Freguesia	507342178	Largo 25 de Abril	Carnota (ALENQUER)	2580-154	CARNOTA	juntafsantanacarnota@iol.pt	263759431	263759818		110106	1484	1695	1808.60	Carnota
9449	Cárquere (RESENDE)	Freguesia	507957563	Lugar da Mata do Mosteiro	Cárquere (RESENDE)	4660-059	CÁRQUERE	jfcarquere@jfreguesia.com	254871678	254878250	www.carquere.jfreguesia.com	181303	805	941	750.49	Cárquere
6447	Carragosa (BRAGANÇA)	Freguesia	507159772	Rua Jogo dos Paus, N.º 5	Carragosa (BRAGANÇA)	5300-451	CARRAGOSA	j.freg.carragosa@gmail.com	273999130/ 933638386		www.terralusa.net/index.php?site=200	40206	314	260	2777.19	Carragosa
14422	Carragozela e Várzea de Meruge (SEIA)	Freguesia	510835678	Rua D. Urraca Fernandes, N.º 20	Carragosela (SEIA)	6270-031	CARRAGOZELA					91230				União das freguesias de Carragozela e Várzea de Meruge
6520	Carrapatas (MACEDO DE CAVALEIROS)	Freguesia	507762908	"Via Central; N.º 26"	Carrapatas (MACEDO DE CAVALEIROS)	5340-070	CARRAPATAS	carrapatas@jfreguesia.com	278425454	278425454	carrapatas.jfreguesia.com	40507	257	225	650.78	Carrapatas
7306	Carrapichana (CELORICO DA BEIRA)	Freguesia	507011627	Largo da Feira	Carrapichana  (CELORICO DA BEIRA)	6360-040	CARRAPICHANA	frcarrapichana@live.com.pt	271776594			90304	287	269	559.79	Carrapichana
6492	Carrazeda de Ansiães (CARRAZEDA DE ANSIÃES)	Freguesia	506921174	Av. Eng.º Camilo de Mendonça, N.º 122	Carrazeda de Ansiães	5140-073	CARRAZEDA DE ANSIÃES	juntaf_carrazeda@sapo.pt	278617356	278 617 356	carrazedadeansiaes.jfreguesia.com	40304	1483	1605	896.04	Carrazeda de Ansiães
5916	Carrazedo (AMARES)	Freguesia	507087305	Avenida de Paredes, N.º 85	Carrazedo (AMARES)	4720-000	CARRAZEDO	jfcarrazedo1@sapo.pt	253908171			30107	764	759	270.77	Carrazedo
14803	Carrazedo de Montenegro e Curros (VALPAÇOS)	Freguesia	510833012	Rua da Santa Bárbara, N.º 77	Carrazeda de Montenegro  (VALPAÇOS)	5445-167	CARRAZEDA DE MONTENEGRO	junta_freguesia_cm@sapo.pt	278781795	278781796	www.jfcmontenegro.pt	171232				Carrazedo de Montenegro e Curros
8953	Carreço (VIANA DO CASTELO)	Freguesia	501067310	Av. Nossa Senhora da Graça, N.º 624	Carreço (VIANA DO CASTELO)	4900-279	CARREÇO	jfcarreco@sapo.pt	258935185		www.jf-carreco.com	160908	1644	1769	1420.46	Carreço
14469	Carregado e Cadafais (ALENQUER)	Freguesia	510835686	Av. Associação Desportiva - Carregado	Carregado (ALENQUER)	2580-600	CARREGADO	freguesia@carregado.pt	263852739	263855903		110120				União das freguesias de Carregado e Cadafais
9517	Carregal (SERNANCELHE)	Freguesia	506892891	Rua de Santo Amaro	Carregal (SERNANCELHE)	3640-030	CARREGAL	freguesiadecarregal@gmail.com	254581177 /934441538	254581177	www.jf-carregal.pt	181802	610	510	2076.71	Carregal
5747	Carregosa (OLIVEIRA DE AZEMÉIS)	Freguesia	507047745	Rua Augusto Santos, 25	Carregosa (OLIVEIRA DE AZEMÉIS)	3720-017	CARREGOSA	geral@jf-carregosa.pt	256412393	256412393	www.jf-carregosa.pt	11301	3190	3552	1181.73	Carregosa
8484	Carregueira (CHAMUSCA)	Freguesia	506892816	Rua Direita, N.º 80	Carregueira (CHAMUSCA)	2140-665	CARREGUEIRA	j.f.carregueira@sapo.pt	249740244	249741053		140707	1877	2295	9864.49	Carregueira
8578	Carregueiros (TOMAR)	Freguesia	508176778	Rua S. Simão, N.º 2	Carregueiros (TOMAR)	2305-204	CARREGUEIROS	j.f.c@sapo.pt	249341067/249341074	249341073		141804	1082	1255	1235.08	Carregueiros
14167	Carreira e Bente (VILA NOVA DE FAMALICÃO)	Freguesia	510835694	Rua da Aldeia Nova, N.º 261	Carreira (VILA NOVA DE FAMALICÃO)	4765-072	CARREIRA	geral@jf-carreira.pt	252932607			31253				União das freguesias de Carreira e Bente
14079	Carreira e Fonte Coberta (BARCELOS)	Freguesia	510835708	Praceta Padre Manuel Vieira Gonçalves, N.º 220	Carreira (BARCELOS)	4775-051	CARREIRA	carreirafontecoberta@gmail.com				30295				União das freguesias de Carreira e Fonte Coberta
14614	Carreira e Refojos de Riba de Ave (SANTO TIRSO)	Freguesia	510835716	Estrada Nacional 105, N.º 1232	Carreira (SANTO TIRSO)	4825-136	CARREIRA	jf.carreirarefojos@sapo.pt				131435				União das freguesias de Carreira e Refojos de Riba de Ave
14177	Carreiras (São Miguel) e Carreiras (Santiago) (VILA VERDE)	Freguesia	510980414	Lugar de Cachada, N.º 72	Carreiras São Miguel (VILA VERDE)	4730-531	CARREIRAS SÃO MIGUEL	natalia@norage.pt	253323876	253312818		31361				União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago)
7719	Carriço (POMBAL)	Freguesia	507696395	Avenida da Igreja, N.º 1	Carriço (POMBAL)	3105-057	CARRIÇO	freguesiacarrico@sapo.pt	236951431	236952838		101505	3446	3872	8342.51	Carriço
14642	Cartaxo e Vale da Pinta (CARTAXO)	Freguesia	510835724	Rua 5 de Outubro, N.º 19	Cartaxo (CARTAXO)	2070-559	CARTAXO	geral@jfcartaxo.pt	243703408			140609				União das freguesias de Cartaxo e Vale da Pinta
14791	Carva e Vilares (MURÇA)	Freguesia	510835732	Largo da Igreja s/n Vilares	Vilares	5090-232	MURÇA	carvavilares@gmail.com	259456268	259456268		170710				União das freguesias de Carva e Vilares
6578	Carvalhais (MIRANDELA)	Freguesia	507192613	Rua da Paz, N.º 114	Carvalhais (MIRANDELA)	5370-081	CARVALHAIS	jfcarvalhais00@gmail.com	934664803			40711	1328	1350	2203.86	Carvalhais
14860	Carvalhais e Candal (SÃO PEDRO DO SUL)	Freguesia	510835740	Rua do Fundo da Aldeia, 14	Carvalhais (SÃO PEDRO DO SUL)	3660-059	CARVALHAIS	carvalhais.candal@gmail.com	232799438			181620				União das freguesias de Carvalhais e Candal
8444	Carvalhal (ABRANTES)	Freguesia	507152557	Rua Junta de Freguesia, N.º 38	Carvalhal (ABRANTES)	2230-862	CARVALHAL	junta.carvalhal@gmail.com	241841216	241841216		140119	876	1006	1754.21	Carvalhal
5955	Carvalhal (BARCELOS)	Freguesia	507135202	Rua de S. Paio, N.º 815	Carvalhal (BARCELOS)	4755-101	CARVALHAL	jfcarvalhal@maisbarcelos.pt	253833113	253833113	www.carvalhal.maisbarcelos.pt	30220	1356	1614	257.98	Carvalhal
7636	Carvalhal (BOMBARRAL)	Freguesia	506933822	Rua da Filarmónica, N.º 13 - 15	Carvalhal (BOMBARRAL)	2540-357	CARVALHAL	freguesia.carvalhal@gmail.com	262603351	262604118	www.jf-carvalhal.pt	100502	2641	2934	3234.24	Carvalhal
8658	Carvalhal (GRÂNDOLA)	Freguesia	506869431	Rua da Junta de Freguesia	Carvalhal (GRÂNDOLA)	7570-779	CARVALHAL	jfcarvalhal@netc.pt	265497112	265490780		150505	1073	1600	8199.83	Carvalhal
6858	Carvalhal (SERTÃ)	Freguesia	506873382	Largo da Freguesia	Carvalhal (SERTÃ)	6100-715	CARVALHAL	freguesia.carvalhal@sapo.pt	236487074		www.freguesia-carvalhal.pt	50902	541	612	1002.02	Carvalhal
7644	Carvalhal Benfeito (CALDAS DA RAINHA)	Freguesia	506931463	Rua Sra. das Merçês, N.º 25	Carvalhal Benfeito (CALDAS DA RAINHA)	2500-404	CARVALHAL BENFEITO	jfcbenfeito@gmail.com	262927865	262927070		100604	1197	1339	1394.90	Carvalhal Benfeito
14841	Carvalhal Redondo e Aguieira (NELAS)	Freguesia	510835759	Rua do Futuro. N.º 17 - Edifício Social	Carvalhal Redondo (NELAS)	3525-432	CARVALHAL REDONDO	freguesia_credondo@sapo.pt	232942131			180910				União das freguesias de Carvalhal Redondo e Aguieira
6278	Carvalheira (TERRAS DE BOURO)	Freguesia	507414640	Av. Padre Martins Capela, N.º 5	Carvalheira (TERRAS DE BOURO)	4840-040	CARVALHEIRA		253357092			31004	416	448	905.34	Carvalheira
